Date,sulfate,nitrate,ID
2002-02-01,1.65,0.384,57
2002-02-02,NA,NA,57
2002-02-03,NA,NA,57
2002-02-04,NA,NA,57
2002-02-05,NA,NA,57
2002-02-06,NA,NA,57
2002-02-07,1.6,0.139,57
2002-02-08,NA,NA,57
2002-02-09,NA,NA,57
2002-02-10,NA,NA,57
2002-02-11,NA,NA,57
2002-02-12,NA,NA,57
2002-02-13,3.83,1.69,57
